id;firstname;lastname;birthdate;country_id;position;foot;height
2723;Cazim;Suljic;29.10.1996;61;Midfielder;right;178
2724;Tiago Daniel;Rodrigues Dias;4.05.1998;138;Forward;left;175
2725;Vitja;Valencic;12.03.1999;153;Midfielder;right;177
2726;Stefano;Ciavattini;30.03.1998;82;Defender;right;178
2727;Andrea;Marcucci;7.02.1999;82;Midfielder;right;173
2728;Gianluca;Scamacca;1.01.1999;82;Forward;right;195
2729;Ianis;Hagi;22.10.1998;178;Midfielder;left;178
2730;Nura;Abdullahi;17.08.1997;126;Defender;right;180
2731;Filippo;Melegoni;18.02.1999;82;Midfielder;right;186
2732;Simon;Stefanec;5.09.1998;152;Midfielder;right;178
2733;Lubomir;Tupta;27.03.1998;152;Forward;right;178
2734;Titas;Krapikas;3.01.1999;99;Goalkeeper;right;195
2735;Rafik;Zekhnini;12.01.1998;128;Forward;right;179
2736;Luka;Markovic;19.02.2000;148;Forward;right;186
2737;Simone;Palombi;23.04.1996;82;Forward;right;182
2738;Petko;Hristov;1.03.1999;25;Defender;right;191
2739;Mattia;Del Favero;5.06.1998;82;Goalkeeper;right;190
2740;Fabrizio;Brignani;13.01.1998;82;Defender;right;192
2741;Cristian;Mutton;6.01.1999;82;Forward;right;184
2742;Karlo;Butic;21.08.1998;41;Forward;left;187
2743;Leonardo;Marson;5.01.1998;82;Goalkeeper;left;194
2744;Andrea;Romagnoli;29.07.1998;82;Goalkeeper;right;180
2745;Zinho;Vanheusden;29.07.1999;16;Defender;right;187
2746;Ognjen;Stijepovic;22.10.1999;115;Forward;left;185
2747;Michael;Kingsley Dogo;26.08.1999;126;Midfielder;right;176
2748;Orji;Okwonkwo;19.01.1998;126;Forward;right;178
2749;Raoul;Bellanova;16.05.2000;82;Defender;right;185
2750;Matteo;Gabbia;21.10.1999;82;Defender;right;188
2751;Gabriele;Gori;13.02.1999;82;Forward;left;187
2752;Andrea;Pinamonti;19.05.1999;82;Forward;right;185
2753;Marash;Kumbulla;8.02.2000;2;Defender;right;185
2754;Filip;Vasko;11.08.1999;152;Defender;right;191
2755;Michal;Tomic;30.03.1999;152;Defender;right;182
2756;Andreaw Rayan;Gravillon;8.02.1998;201;Defender;right;188
2757;Xian;Emmers;20.07.1999;166;Midfielder;right;178
2758;Juan Manuel;Valencia Aponza;20.06.1998;36;Midfielder;right;185
2759;Domenico;Coppola;29.01.1999;82;Goalkeeper;right;193
2760;Manuel;Ferrini;25.06.1998;82;Defender;right;188
2761;Leonardo;Loria;28.03.1999;82;Goalkeeper;right;195
2762;Ferdinando;Del Sole;17.01.1998;82;Forward;left;180
2763;Emmanuel Delan Junior;Latte Lath;2.01.1999;40;Forward;right;180
2764;Federico;Brancolini;14.07.2001;82;Goalkeeper;right;184
2765;Giuseppe;Cuomo;2.02.1998;82;Defender;right;190
2766;Giovanni;Volpicelli;24.09.1999;82;Midfielder;right;175
2767;Federico;Ravaglia;11.11.1999;82;Goalkeeper;right;196
2768;Manuel;De Luca;17.07.1998;82;Forward;right;190
2769;Dejan;Kulusevski;25.04.2000;165;Forward;left;186
2770;Lorenzo;Valeau;5.03.1999;82;Defender;left;180
2771;Alessandro;Guarnone;27.03.1999;82;Goalkeeper;right;185
2772;Giuseppe;Borello;28.04.1999;82;Midfielder;left;167
2773;Emanuel;Vignato;24.08.2000;82;Forward;right;175
2774;Alessio;Donnarumma;16.02.1998;82;Midfielder;right;174
2775;Oliva Christian;Rutjens;5.01.1998;158;Defender;right;187
2776;Vincenzo;Pinto;31.10.2000;82;Forward;right;185
2777;Nicolo;Zaniolo;2.07.1999;82;Midfielder;left;190
2778;Gianluca;Frabotta;24.06.1999;82;Defender;left;176
2779;Michele;Cerofolini;4.01.1999;82;Goalkeeper;right;188
2780;Alessandro;Buongiorno;6.06.1999;82;Defender;left;191
2781;Andrea;Tessiore;1.10.1999;82;Midfielder;right;177
2782;Pedro;Lomba Neto;9.03.2000;138;Forward;left;172
2783;Flippo;Pavoni;8.08.1999;82;Goalkeeper;right;186
2784;Raul Marian;Oprut;4.01.1998;140;Defender;left;184
2785;Giacomo;Boccafoglia;1.12.1998;82;Defender;right;180
2786;Riccardo;Daga;13.01.2000;82;Goalkeeper;right;192
2787;Gergely;Hutvagner;1.07.2000;74;Goalkeeper;left;192
2788;Franck Alain;Djoulou Zohoki;1.01.1999;40;Forward;right;185
2789;Marco;Pissardo;8.01.1998;82;Goalkeeper;right;185
2790;Eddy Anthony;Salcedo Mora;1.10.2001;82;Forward;right;188
2791;Riccardo;Sottil;3.06.1999;82;Forward;right;180
2792;Luca;Ranieri;23.04.1999;82;Defender;left;185
2793;Andrea;Danzi;25.02.1999;82;Midfielder;right;175
2794;Pasquale;Giannotti;5.06.1999;82;Midfielder;right;171
2795;Alessio;Riccardi;3.04.2001;82;Midfielder;right;178
2796;Thomas;Candeloro;29.05.2000;166;Goalkeeper;right;195
2797;Devid Eugene;Bouah;13.08.2001;82;Defender;right;183
2798;Michael;Scarf;10.05.1999;65;Defender;left;187
2799;Manuel;Lombardoni;19.12.1998;82;Defender;right;185
2800;Salvatore;Esposito;7.10.2000;82;Midfielder;right;178
2801;Francesco;Pio Russo;1.03.1999;82;Midfielder;right;172
2802;Lorenzo;Bruzzi;31.01.2000;82;Goalkeeper;left;185
2803;Alexander;Kert Molberg;26.02.1999;47;Defender;right;187
2804;Francesco;Latella;27.01.2000;82;Goalkeeper;right;182
2805;Niccolo;Cabras;11.02.2001;82;Goalkeeper;right;187
2806;Luca;Seri;9.12.1999;82;Goalkeeper;right;181
2807;Luca;Gagliano;14.07.2000;82;Forward;left;182
2808;Riccardo;Ladinetti;20.12.2000;82;Midfielder;right;182
2809;Manuel;Gasparini;19.05.2002;82;Goalkeeper;right;186
2810;Joe;Hart;19.04.1987;184;Goalkeeper;right;194
2811;Orestis;Karnezis;11.07.1985;66;Goalkeeper;right;190
2812;Manolo;Gabbiadini;26.11.1991;82;Forward;left;186
2813;Gerard;Deulofeu Lazaro;13.03.1994;158;Forward;right;177
2814;Mario;Lemina;1.09.1993;62;Midfielder;right;184
2815;Luca;Zanimacchia;19.07.1998;82;Forward;right;178
2816;Fernando;Llorente Torres;26.02.1985;158;Forward;right;195
2817;Lukas;Podolski;4.06.1985;137;Forward;left;180
2818;Angelo;Obinze Ogbonna;23.05.1988;82;Defender;left;191
2819;Jose;Holebas;27.06.1984;64;Defender;left;185
2820;Matteo;Darmian;2.12.1989;82;Defender;right;182
2821;Jean-Fran�ois;Gillet;31.05.1979;16;Goalkeeper;right;181
2822;Stefano;Okaka Chuka;9.08.1989;82;Forward;right;186
2823;Miguel Angel;Britos Cabrera;17.07.1985;186;Defender;right;188
2824;Matias Ezequiel;Schelotto;23.05.1989;7;Defender;right;187
2825;Pedro;Mba Obiang Avomo;27.03.1992;158;Midfielder;right;185
2826;Kyle;Taylor;28.08.1999;184;Midfielder;right;167
2827;Maarten;Stekelenburg;22.09.1982;122;Goalkeeper;right;197
2828;Zlatan;Ibrahimovic;3.10.1981;165;Forward;right;195
2829;Aaron;Lennon;16.04.1987;184;Midfielder;right;165
2830;Peter;Crouch;30.01.1981;184;Forward;right;201
2831;Wayne;Rooney;24.10.1985;184;Forward;right;176
2832;Theo;Walcott;16.03.1989;184;Forward;right;176
2833;Petr;Cech;20.05.1982;44;Goalkeeper;left;196
2834;Luis Antonio;Valencia Mosquera;4.08.1985;51;Defender;right;181
2835;Francesc;Fabregas i Soler;4.05.1987;158;Midfielder;right;175
2836;Artur;Boruc;20.02.1980;137;Goalkeeper;right;193
2837;Charlie;Adam;10.12.1985;199;Midfielder;left;185
2838;Younes;Kaboul;4.01.1986;61;Defender;right;191
2839;Uwe;Hunemeier;9.01.1986;64;Defender;right;189
2840;Yohan;Cabaye;14.01.1986;61;Midfielder;right;174
2841;Ragnar;Klavan;30.10.1985;56;Defender;left;187
2842;Ibrahim;Afellay;2.04.1986;122;Midfielder;right;180
2843;Heurelho;da Silva Gomes;15.02.1981;23;Goalkeeper;right;191
2844;Michel;Vorm;20.10.1983;122;Goalkeeper;right;184
2845;Erik;Pieters;7.08.1988;122;Defender;left;182
2846;Ben;Foster;3.04.1983;184;Goalkeeper;left;193
2847;Adrian;Mariappa;3.10.1986;184;Defender;right;178
2848;Phil;Jagielka;17.08.1982;184;Defender;right;183
2849;Leighton;Baines;11.12.1984;184;Defender;left;170
2850;Robert;Green;18.01.1980;184;Goalkeeper;right;191
2851;Gareth;Barry;23.02.1981;184;Midfielder;left;185
2852;James;Morrison;25.05.1986;184;Midfielder;right;180
2853;Stephen;Ireland;22.08.1986;80;Midfielder;right;173
2854;James;Milner;4.01.1986;184;Midfielder;right;176
2855;Tom;Heaton;15.04.1986;184;Goalkeeper;right;188
2856;Darren;Fletcher;1.02.1984;199;Midfielder;right;184
2857;Wayne;Routledge;7.01.1985;184;Midfielder;right;170
2858;Jermain;Defoe;7.10.1982;184;Forward;right;171
2859;Pablo Javier;Zabaleta Girod;16.01.1985;7;Defender;right;174
2860;Claudio Andres;Bravo Munoz;13.04.1983;34;Goalkeeper;right;184
2861;Alexis Alejandro;Sanchez Sanchez;19.12.1988;34;Forward;right;169
2862;Gnegneri Yaya;Toure;13.05.1983;40;Midfielder;right;189
2863;Phil;Bardsley;28.06.1985;184;Defender;right;180
2864;Daniel;Sturridge;1.09.1989;184;Forward;left;180
2865;Tim;Krul;3.04.1988;122;Goalkeeper;left;188
2866;Fraser;Forster;17.03.1988;184;Goalkeeper;right;201
2867;Andy;Carroll;6.01.1989;184;Forward;left;193
2868;Mark;Noble;8.05.1987;184;Midfielder;right;180
2869;Eldin;Jakupovic;2.10.1984;21;Goalkeeper;right;191
2870;Seamus;Coleman;11.10.1988;80;Defender;right;177
2871;Georginio;Wijnaldum;11.11.1990;122;Midfielder;right;175
2872;Christian;Fuchs;7.04.1986;10;Defender;left;187
2873;Winston;Reid;3.07.1988;123;Defender;right;190
2874;Anders;Lindegaard;13.04.1984;47;Goalkeeper;right;193
2875;Jamie;Murphy;28.08.1989;199;Midfielder;right;175
2876;Steven;Defour;15.04.1988;16;Midfielder;right;175
2877;Moussa;Sissoko;16.08.1989;61;Midfielder;right;187
2878;Gaetan;Bong Songo;25.04.1988;30;Defender;left;187
2879;Claudio Ariel;Yacob;18.07.1987;7;Midfielder;right;181
2880;Andrew;Surman;20.08.1986;156;Midfielder;left;178
2881;Nathan;Dyer;29.11.1987;184;Midfielder;right;167
2882;Adam;Lallana;10.05.1988;184;Midfielder;right;172
2883;Lee;Grant;27.01.1983;184;Goalkeeper;right;193
2884;Dan;Gosling;2.02.1990;184;Midfielder;right;183
2885;Jonathan;Walters;20.09.1983;184;Forward;right;183
2886;Glyn Oliver;Myhill;9.11.1982;185;Goalkeeper;right;191
2887;Damien;Delaney;20.07.1981;80;Defender;left;191
2888;Dean;Marney;31.01.1984;184;Midfielder;right;183
2889;Julian;Speroni;18.05.1979;7;Goalkeeper;right;186
2890;Ben;Watson;9.07.1985;184;Midfielder;right;178
2891;Jay;Rodriguez;29.07.1989;184;Forward;right;185
2892;Adam;Legzdins;28.11.1986;184;Goalkeeper;right;183
2893;Martin;Cranie;26.09.1986;184;Defender;right;183
2894;Jean-Eric Maxim;Choupo-Moting;23.03.1989;64;Forward;both;191
2895;Ryan;Shawcross;4.10.1987;184;Defender;right;191
2896;David Luiz;Moreira Marinho;22.04.1987;23;Defender;right;189
2897;Eduardo;dos Reis Carvalho;19.09.1982;138;Goalkeeper;right;187
2898;Erwin;Mulder;3.03.1989;122;Goalkeeper;right;193
2899;Bruno;Saltor Grau;1.10.1980;158;Defender;right;181
2900;Juan Manuel;Mata Garcia;28.04.1988;158;Midfielder;left;170
2901;Scott;Arfield;1.11.1988;199;Midfielder;right;178
2902;Danny;Simpson;4.01.1987;184;Defender;right;176
2903;Andre;Ayew Pele;17.12.1989;61;Forward;left;176
2904;Jack;Cork;25.06.1989;184;Midfielder;right;185
2905;Ryan;Bertrand;5.08.1989;184;Defender;left;179
2906;Vicente;Iborra De La Fuente;16.01.1988;158;Midfielder;right;190
2907;Kyle;Naughton;11.11.1988;184;Defender;right;180
2908;James;Tomkins;29.03.1989;184;Defender;right;192
2909;Jordon;Mutch;2.12.1991;184;Midfielder;right;188
2910;Leroy;Fer;5.01.1990;122;Midfielder;right;188
2911;Scott;Dann;14.02.1987;184;Defender;right;195
2912;Kieran;Gibbs;26.09.1989;184;Defender;left;181
2913;Chung-Yong;Lee;2.07.1988;89;Midfielder;right;180
2914;Geoff;Cameron;11.07.1985;185;Defender;right;191
2915;Asmir;Begovic;20.06.1987;21;Goalkeeper;right;199
2916;Morgan;Schneiderlin;8.11.1989;61;Midfielder;right;185
2917;Markus;Suttner;16.04.1987;10;Defender;left;179
2918;Ashley;Barnes;30.10.1989;184;Forward;right;186
2919;Bakary;Sako;26.04.1988;61;Midfielder;left;184
2920;Pierre-Emerick;Aubameyang;18.06.1989;61;Forward;right;187
2921;Laurent;Koscielny;10.09.1985;61;Defender;right;186
2922;Etienne;Capoue;11.07.1988;61;Midfielder;right;190
2923;Rajiv;van La Parra;4.06.1991;122;Midfielder;right;181
2924;Henrikh;Mkhitaryan;21.01.1989;8;Midfielder;right;177
2925;Jeremy;Pied;23.02.1989;61;Defender;right;173
2926;Allan-Romeo;Nyom;10.05.1988;61;Defender;right;189
2927;Jason;Puncheon;26.06.1986;184;Midfielder;left;173
2928;Hal;Robson-Kanu;21.05.1989;184;Forward;left;183
2929;James;McArthur;7.10.1987;199;Midfielder;right;178
2930;James;McCarthy;12.11.1990;199;Midfielder;right;180
2931;Wes;Morgan;21.01.1984;184;Defender;right;186
2932;Angel;Rangel Zaragoza;28.10.1982;158;Defender;right;180
2933;Niki;Maenpaa;23.01.1985;60;Goalkeeper;right;190
2934;Ben;Hamer;20.11.1987;184;Goalkeeper;right;193
2935;Marc;Pugh;2.04.1987;184;Midfielder;right;180
2936;Matt;Phillips;13.03.1991;184;Midfielder;right;185
2937;Glenn;Murray;25.09.1983;184;Forward;right;185
2938;Jake;Livermore;14.11.1989;184;Midfielder;right;181
2939;Sam;Baldock;15.03.1989;184;Forward;right;170
2940;Dale;Stephens;12.12.1989;184;Midfielder;right;185
2941;Simon;Francis;16.02.1985;184;Defender;right;191
2942;Aaron;Cresswell;15.12.1989;184;Defender;left;170
2943;Troy;Deeney;29.06.1988;184;Forward;right;183
2944;Jonjo;Shelvey;27.02.1992;184;Midfielder;right;184
2945;Christian;Benteke Liolo;3.12.1990;46;Forward;right;190
2946;Victor;Wanyama;25.06.1991;87;Midfielder;right;184
2947;Matty;James;22.07.1991;184;Midfielder;right;181
2948;Chris;Lowe;16.04.1989;64;Defender;left;173
2949;Daniel;Williams;8.03.1989;64;Midfielder;right;182
2950;Tomer;Hemed;2.05.1987;81;Forward;right;186
2951;Rhu-endly;Martina;25.09.1989;122;Defender;right;185
2952;Mohamed;Diame;14.06.1987;61;Midfielder;right;185
2953;Jose Salomon;Rondon Gimenez;16.09.1989;189;Forward;right;186
2954;Jose Leonardo;Ulloa;26.07.1986;7;Forward;right;185
2955;Francisco;Femenia Far;2.02.1991;158;Defender;right;174
2956;Daryl;Janmaat;22.07.1989;122;Defender;right;185
2957;Wilfried Guemiand;Bony;10.12.1988;40;Forward;right;182
2958;Adrian;San Miguel del Castillo;3.01.1987;158;Goalkeeper;right;190
2959;Charlie;Daniels;7.09.1986;184;Defender;left;178
2960;Beram;Kayal;2.05.1988;81;Midfielder;right;178
2961;Jack;Wilshere;1.01.1992;184;Midfielder;left;172
2962;Martin;Kelly;27.04.1990;184;Defender;right;191
2963;Pedro Eliezer;Rodriguez Ledesma;28.07.1987;158;Forward;right;167
2964;Federico;Fernandez;21.02.1989;7;Defender;right;190
2965;Matt;Ritchie;10.09.1989;184;Midfielder;left;173
2966;Joel;Ward;29.10.1989;184;Defender;right;188
2967;Nathaniel;Clyne;5.04.1991;184;Defender;right;175
2968;Luciano;Narsingh;13.09.1990;122;Midfielder;right;175
2969;Ashley;Westwood;1.04.1990;184;Midfielder;right;170
2970;Eliaquim;Mangala;13.02.1991;61;Defender;left;188
2971;Marvin;Zeegelaar;12.08.1990;122;Defender;left;186
2972;Junior;Stanislas;26.11.1989;184;Midfielder;right;183
2973;Daley;Blind;9.03.1990;122;Defender;left;180
2974;Faustino Marcos Alberto;Rojo;20.03.1990;7;Defender;left;187
2975;Tom;Cleverley;12.08.1989;184;Midfielder;right;175
2976;Yannick;Bolasie Yala;24.05.1989;61;Midfielder;right;185
2977;Ander;Herrera Aguera;14.08.1989;158;Midfielder;right;182
2978;Michail;Antonio;28.03.1990;184;Forward;right;180
2979;Marc;Albrighton;18.11.1989;184;Midfielder;right;175
2980;Andros;Townsend;16.07.1991;184;Midfielder;left;181
2981;Chris;Wood;7.12.1991;123;Forward;right;191
2982;Scott;Malone;25.03.1991;184;Defender;left;189
2983;Pascal;Gross;15.06.1991;64;Midfielder;right;181
2984;Jose Luis;Sanmartin Mato;27.03.1990;64;Forward;right;192
2985;Chris;Smalling;22.11.1989;184;Defender;right;193
2986;Erik;Lamela;4.03.1992;7;Midfielder;left;181
2987;Andre;Gray;26.06.1991;184;Forward;right;180
2988;Matthew;Lowton;9.06.1989;184;Defender;right;180
2989;Davy;Propper;2.09.1991;122;Midfielder;right;185
2990;Alexandre;Lacazette;28.05.1991;61;Forward;right;175
2991;Patrick;van Aanholt;29.08.1990;122;Defender;left;175
2992;Adam;Smith;29.04.1991;184;Defender;right;180
2993;Craig;Dawson;6.05.1990;184;Defender;right;189
2994;Callum;Wilson;27.02.1992;184;Forward;right;180
2995;Jonathan;Hogg;6.12.1988;184;Midfielder;right;177
2996;Islam;Slimani;18.06.1988;3;Forward;right;188
2997;Danny;Drinkwater;5.03.1990;184;Midfielder;right;177
2998;Laurent;Depoitre;7.12.1988;16;Forward;right;191
2999;Joshua;King;15.01.1992;128;Forward;right;180
3000;Sam;Clucas;25.09.1990;184;Midfielder;left;178
3001;Grzegorz;Krychowiak;29.01.1990;137;Midfielder;right;187
3002;Jordan;Ayew;11.09.1991;61;Forward;right;182
3003;Joel;Robles Blazquez;17.06.1990;158;Goalkeeper;right;195
3004;Pape;N'Diaye Souare;6.06.1990;147;Defender;left;178
3005;Luke;Garbutt;21.05.1993;184;Defender;left;178
3006;Shkodran;Mustafi;17.04.1992;64;Defender;right;184
3007;Oriol;Romeu Vidal;24.09.1991;158;Midfielder;right;183
3008;Ben;Mee;21.09.1989;184;Defender;left;180
3009;Charlie;Austin;5.07.1989;184;Forward;right;188
3010;Joel Andre;Job Matip;8.08.1991;64;Defender;right;195
3011;Bruno;Martins Indi;8.02.1992;138;Defender;left;185
3012;Christopher;Schindler;29.04.1990;64;Defender;right;189
3013;Kyle;Bartley;22.05.1991;184;Defender;right;194
3014;Florian;Lejeune;20.05.1991;61;Defender;right;190
3015;Karl;Darlow;8.10.1990;184;Goalkeeper;right;185
3016;Jose Heriberto;Izquierdo Mena;7.07.1992;36;Forward;right;171
3017;Alex;Oxlade-Chamberlain;15.08.1993;184;Midfielder;right;175
3018;Wilfried;Zaha;10.11.1992;40;Midfielder;right;180
3019;Elias;Kachunga;22.04.1992;64;Forward;right;178
3020;Jiri;Skalak;12.03.1992;44;Midfielder;right;177
3021;Collin;Quaner;18.06.1991;64;Forward;right;191
3022;Fredrik;Ulvestad;19.05.1992;128;Midfielder;right;183
3023;Robbie;Brady;14.01.1992;80;Midfielder;left;175
3024;Tom;Ince;30.01.1992;184;Midfielder;left;178
3025;Jakob;Haugaard;1.05.1992;47;Goalkeeper;left;199
3026;Anthony;Knockaert;20.11.1991;61;Midfielder;left;172
3027;Danny;Ings;23.07.1992;184;Forward;right;178
3028;Steve;Cook;19.04.1991;184;Defender;right;185
3029;Manuel;Lanzini;15.02.1993;7;Midfielder;right;167
3030;Muhamed;Besic;10.09.1992;64;Midfielder;right;177
3031;Michael;Hefele;1.09.1990;64;Defender;right;192
3032;Nathan;Redmond;6.03.1994;184;Midfielder;right;173
3033;Saido;Berahino;4.08.1993;27;Forward;right;180
3034;Connor;Goldson;18.12.1992;184;Defender;right;191
3035;Jack;Stephens;27.01.1994;184;Defender;right;185
3036;Serge;Aurier;24.12.1992;40;Defender;right;176
3037;Riyad;Mahrez;21.02.1991;61;Midfielder;left;179
3038;Benik;Afobe;12.02.1993;184;Forward;right;183
3039;Davy;Klaassen;21.02.1993;122;Midfielder;right;179
3040;Jurgen;Locadia;7.11.1993;122;Forward;right;185
3041;Konstantinos;Stafylidis;2.12.1993;66;Defender;left;178
3042;Ryan;Fraser;24.02.1994;199;Midfielder;right;163
3043;Massadio;Haidara;2.12.1992;61;Defender;left;179
3044;Jese;Rodriguez Ruiz;26.02.1993;158;Forward;right;178
3045;Terence;Kongolo;14.02.1994;122;Defender;left;188
3046;Abdoulaye;Doucoure;1.01.1993;61;Midfielder;right;183
3047;Jon;Flanagan;1.01.1993;184;Defender;right;181
3048;Nahki;Wells;1.06.1990;206;Forward;right;174
3049;James;Tarkowski;19.11.1992;184;Defender;right;191
3050;Tom;Carroll;28.05.1992;184;Midfielder;left;178
3051;Tiemoue;Bakayoko;17.08.1994;61;Midfielder;right;184
3052;Freddie;Ladapo;1.02.1993;184;Forward;right;187
3053;Jeffrey;Schlupp;23.12.1992;64;Defender;left;178
3054;Aymeric;Laporte;27.05.1994;61;Defender;left;191
3055;Nathan;Ake;18.02.1995;122;Defender;left;180
3056;Brad;Smith;9.04.1994;9;Defender;left;177
3057;Jay;Fulton;4.04.1994;184;Midfielder;right;178
3058;Virgil;van Dijk;8.07.1991;122;Defender;right;193
3059;Mike;van der Hoorn;15.10.1992;122;Defender;right;190
3060;Christian;Atsu Twasam;10.01.1992;65;Midfielder;left;172
3061;Jamal;Lascelles;11.11.1993;184;Defender;right;189
3062;Guido Marcelo;Carrillo;25.05.1991;7;Forward;right;191
3063;Alberto;Moreno Perez;5.07.1992;158;Defender;left;171
3064;Chancel;Mbemba Mangulu;8.08.1994;46;Defender;right;182
3065;Charly Junior;Musonda;15.10.1996;16;Midfielder;right;173
3066;Paulo Dino;Gazzaniga;2.01.1992;7;Goalkeeper;right;185
3067;Jordon;Ibe;8.12.1995;184;Midfielder;right;176
3068;James;Ward-Prowse;1.11.1994;184;Midfielder;right;173
3069;Charlie;Taylor;18.09.1993;184;Defender;left;185
3070;Dwight;Gayle;17.10.1990;184;Forward;right;177
3071;Arthur;Masuaku;7.11.1993;61;Defender;left;179
3072;Loris;Karius;22.06.1993;64;Goalkeeper;right;190
3073;Alex;Pritchard;3.05.1993;184;Midfielder;right;171
3074;Michael;Keane;11.01.1993;184;Defender;right;188
3075;Paul;Dummett;26.09.1991;184;Defender;left;183
3076;Luke;Shaw;12.07.1995;184;Defender;left;185
3077;Sead;Kolasinac;20.06.1993;64;Defender;left;183
3078;Isaac;Hayden;22.03.1995;184;Midfielder;right;187
3079;Anthony;Martial;5.12.1995;61;Forward;right;184
3080;Will;Hughes;17.04.1995;184;Midfielder;left;185
3081;Tom;Smith;14.04.1992;184;Defender;right;186
3082;Alexander;Sorloth;5.12.1995;128;Forward;right;194
3083;Javier;Manquillo Gaitan;5.05.1994;158;Defender;right;180
3084;El-Hadji Baye Oumar;Niasse;18.04.1990;147;Forward;right;182
3085;Matt;Macey;9.09.1994;184;Goalkeeper;right;198
3086;Calum;Chambers;20.01.1995;184;Defender;right;182
3087;Hector;Bellerin Moruno;19.03.1995;158;Defender;right;178
3088;Steve;Mounie;29.09.1994;18;Forward;right;190
3089;Sofiane;Boufal;17.09.1993;61;Midfielder;right;170
3090;Daniel;Amartey;21.12.1994;65;Midfielder;right;186
3091;Andrew;Robertson;11.03.1994;199;Defender;left;178
3092;Sam;Byram;16.09.1993;184;Defender;right;180
3093;Ayoze;Perez Gutierrez;29.07.1993;158;Forward;right;179
3094;Jeremie;Boga;3.01.1997;61;Forward;right;174
3095;Jon;Gorenc-Stankovic;14.01.1996;153;Defender;right;190
3096;Jerome;Sinclair;20.09.1996;184;Forward;right;181
3097;Joel;Pereira Castro;28.06.1996;166;Goalkeeper;right;188
3098;Tyrone;Mings;19.03.1993;184;Defender;left;196
3099;Freddie;Woodman;4.03.1997;184;Goalkeeper;right;187
3100;Jairo;Riedewald;9.09.1996;122;Defender;left;182
3101;Lys;Mousset;8.02.1996;61;Forward;right;184
3102;Alfie;Mawson;19.01.1994;184;Defender;right;188
3103;Solly;March;20.07.1994;184;Midfielder;left;180
3104;DeAndre;Yedlin;9.07.1993;185;Defender;right;173
3105;Isaiah;Brown;7.01.1997;184;Forward;right;182
3106;Robert Kenedy;Nunes do Nascimento;8.02.1996;23;Midfielder;left;182
3107;Eric Bertrand;Bailly;12.04.1994;40;Defender;right;187
3108;Emerson;Hyndman;9.04.1996;185;Midfielder;right;170
3109;Erdal;Rakip;13.02.1996;165;Midfielder;right;179
3110;Georges-Kevin;N'Koudou Mbida;13.02.1995;61;Forward;right;175
3111;Joel;Coleman;26.09.1995;184;Goalkeeper;right;190
3112;Joe;Lolley;25.08.1992;184;Midfielder;left;178
3113;Connor;Mahoney;12.02.1997;184;Midfielder;left;175
3114;Fousseni;Diabate;18.10.1995;61;Forward;left;175
3115;Kasey;Palmer;9.11.1996;184;Midfielder;right;175
3116;Ainsley;Maitland-Niles;29.08.1997;184;Midfielder;right;177
3117;Jordan;Hugill;4.06.1992;184;Forward;right;183
3118;Matt;Targett;18.09.1995;199;Defender;left;183
3119;Demarai;Gray;28.06.1996;184;Midfielder;right;180
3120;Oluwatosin;Adarabioyo;24.09.1997;184;Defender;right;196
3121;Nikola;Vlasic;4.10.1997;41;Midfielder;right;178
3122;Jonjoe;Kenny;15.03.1997;184;Defender;right;176
3123;Dominic;Solanke;14.09.1997;184;Forward;right;185
3124;Oliver;McBurnie;4.06.1996;199;Forward;right;188
3125;Antonio;Martinez Lopez;30.06.1997;158;Forward;right;187
3126;Fikayo;Tomori;19.12.1997;31;Defender;right;185
3127;Kyle;Scott;22.12.1997;184;Midfielder;right;172
3128;Dodi;Lukebakio;24.09.1997;46;Midfielder;left;187
3129;Dominic;Calvert-Lewin;16.03.1997;184;Forward;right;176
3130;Jacob;Murphy;24.02.1995;184;Midfielder;right;173
3131;Reece;Burke;2.09.1996;184;Defender;right;189
3132;Sullay;Kaikai;26.08.1995;184;Midfielder;right;178
3133;Sam;McQueen;6.02.1995;184;Midfielder;left;181
3134;Lewis;Cook;3.02.1997;184;Midfielder;right;175
3135;Joshua;Sims;28.03.1997;184;Midfielder;left;168
3136;Philip;Billing;11.06.1996;47;Midfielder;left;197
3137;Jaroslaw;Jach;17.02.1994;137;Defender;left;190
3138;Mikel;Merino Zazon;22.06.1996;158;Midfielder;left;187
3139;Tammy;Abraham;2.10.1997;184;Forward;right;190
3140;Oliver;Burke;7.04.1997;199;Midfielder;right;188
3141;Eddie;Nketiah;30.05.1999;184;Forward;right;178
3142;Joe;Willock;20.08.1999;184;Midfielder;right;179
3143;Dujon;Sterling;24.10.1999;184;Defender;right;180
3144;Trevoh;Chalobah;5.07.1999;150;Defender;right;190
3145;Tom;Davies;30.06.1998;184;Midfielder;right;180
3146;Lukas;Nmecha;14.12.1998;184;Forward;right;183
3147;Layton;Ndukwu;7.09.1998;184;Forward;left;0
3148;Dion;Henry;12.09.1997;184;Goalkeeper;right;191
3149;Mason;Holgate;22.10.1996;184;Defender;right;184
3150;Sead;Haksabanovic;4.05.1999;165;Midfielder;right;174
3151;Cameron;Carter-Vickers;31.12.1997;184;Defender;right;183
3152;Matt;Butcher;14.05.1997;184;Midfielder;left;188
3153;Josh;Cullen;7.04.1996;184;Midfielder;right;175
3154;Harry;Souttar;22.10.1998;199;Defender;right;198
3155;Kazaiah;Sterling;9.11.1998;184;Forward;right;175
